company_size,industry,tech_stack_keywords,page_visits,intent_signal,historical_conversion_rate,converted
3537,Finance,"NodeJS, React, Kotlin",44,0.06,0.31,0
3803,Finance,"Kotlin, AWS, Java",72,0.33,0.48,1
4178,Health,"SQL, React, Java",4,0.64,0.03,0
4700,Education,"React, Kotlin, Python",94,0.17,0.29,1
1971,Education,NodeJS,52,0.63,0.13,1
3823,Health,"Kotlin, AWS",55,0.97,0.11,1
2820,Finance,React,100,0.86,0.43,1
903,Retail,"Kotlin, NodeJS, Python",73,0.36,0.28,1
365,Finance,SQL,12,0.42,0.17,0
4259,Education,"Kotlin, NodeJS, Python",14,0.42,0.51,0
3120,Finance,NodeJS,35,0.86,0.78,1
2559,Retail,"NodeJS, SQL, Kotlin",6,0.99,0.73,1
1864,Tech,"NodeJS, React",47,0.83,0.25,1
116,Finance,NodeJS,23,0.56,0.26,0
2385,Health,"SQL, AWS",68,0.1,0.73,1
4977,Tech,"NodeJS, Python",65,0.95,0.56,1
3936,Health,React,59,0.86,0.74,1
4936,Health,"Kotlin, Java, SQL",9,0.84,0.0,0
2491,Health,Python,58,0.39,0.09,1
943,Finance,"React, SQL, AWS",48,0.45,0.8,1
1725,Education,SQL,63,0.12,0.85,1
2335,Tech,NodeJS,9,0.94,0.34,1
2768,Retail,"NodeJS, AWS, SQL",44,0.94,0.96,1
1138,Education,SQL,46,0.25,0.3,1
2528,Finance,"Kotlin, NodeJS",15,0.7,0.89,1
4118,Health,"SQL, Kotlin",88,0.2,0.42,1
3421,Retail,AWS,53,0.39,0.56,1
4779,Tech,Java,48,0.3,0.64,1
3907,Education,Python,72,0.39,0.13,1
3638,Education,"NodeJS, AWS",92,0.31,0.04,1
2954,Retail,Java,42,0.35,0.43,1
2368,Finance,"NodeJS, AWS",17,0.79,0.16,0
4222,Tech,"Python, NodeJS, SQL",35,0.3,0.55,1
277,Retail,"AWS, Kotlin, Java",31,0.81,0.45,1
2000,Health,Python,4,0.57,0.12,0
1228,Tech,Python,48,0.78,0.67,1
3753,Education,"React, Kotlin, SQL",14,0.92,0.02,0
3736,Retail,"NodeJS, Kotlin",25,0.14,0.13,0
696,Education,"React, Kotlin, SQL",46,0.34,0.7,1
1310,Education,Python,48,0.06,0.53,1
4153,Education,"SQL, AWS",40,0.41,0.28,1
3235,Finance,Java,50,0.24,0.18,1
4115,Education,Python,7,0.57,0.64,0
2312,Health,"Python, Java, Kotlin",95,0.78,0.21,1
2842,Health,NodeJS,60,0.49,0.98,1
4209,Tech,"NodeJS, React",35,0.33,0.87,1
3560,Education,"Python, React",63,0.15,0.13,1
3399,Education,Python,20,0.03,0.86,0
542,Retail,AWS,16,0.68,0.35,0
2695,Finance,"AWS, SQL, Python",22,0.03,0.49,0
4675,Tech,"NodeJS, AWS",36,0.92,0.14,1
1089,Education,"React, AWS",19,0.59,0.12,0
3364,Retail,"Java, AWS, Kotlin",2,0.35,0.87,0
25,Finance,NodeJS,68,0.04,0.63,1
1573,Tech,"Kotlin, Java",98,0.41,0.46,1
2959,Tech,Java,7,0.87,0.04,0
4237,Education,Java,47,0.97,0.92,1
1768,Tech,"Python, NodeJS, Kotlin",49,0.08,0.38,1
4744,Retail,Python,78,0.78,0.42,1
2236,Tech,"Kotlin, NodeJS, SQL",43,0.26,0.29,1
201,Health,NodeJS,32,0.38,0.89,1
3199,Retail,"Java, NodeJS",17,0.55,0.34,0
257,Finance,Java,14,0.99,0.17,1
3748,Finance,Java,81,0.21,0.5,1
4643,Education,NodeJS,32,0.13,0.78,1
2242,Education,"SQL, Java",60,0.59,0.37,1
3176,Health,Python,60,0.85,0.65,1
3607,Finance,Kotlin,52,0.65,0.3,1
3337,Finance,"AWS, Kotlin, Java",66,0.35,0.72,1
4898,Finance,"NodeJS, Java",4,0.98,0.67,1
414,Finance,NodeJS,94,1.0,0.68,1
2015,Tech,Java,94,0.77,0.65,1
1382,Retail,"AWS, SQL, React",63,0.8,0.16,1
1099,Retail,Kotlin,33,0.76,0.89,1
3427,Health,"Kotlin, AWS, Python",1,0.26,0.59,0
3656,Tech,SQL,97,0.15,0.38,1
910,Finance,Kotlin,100,0.55,0.17,1
188,Finance,Kotlin,64,0.95,0.78,1
4045,Education,NodeJS,95,0.88,0.51,1
3757,Education,"AWS, SQL, React",37,0.11,0.15,0
2016,Health,Python,78,0.06,0.92,1
2093,Finance,"Java, React",70,0.87,0.11,1
3645,Health,AWS,7,0.61,0.52,0
2131,Tech,SQL,24,0.3,0.61,0
358,Retail,"NodeJS, Python, Kotlin",68,0.56,1.0,1
2423,Finance,"Python, Java",55,0.22,0.14,1
4258,Tech,"Kotlin, AWS",89,0.95,0.61,1
4546,Finance,"SQL, NodeJS",3,0.83,0.48,0
1498,Education,"NodeJS, Java, AWS",92,0.96,0.26,1
2159,Health,"React, Python, AWS",23,0.19,0.94,1
2556,Education,"Python, AWS, NodeJS",36,0.84,0.79,1
2343,Retail,"Kotlin, React, Java",57,0.56,0.78,1
2952,Education,"Python, Java, Kotlin",48,0.32,0.9,1
1239,Finance,"Python, Java",13,0.48,0.73,1
974,Education,Python,61,0.94,0.51,1
4728,Finance,SQL,86,0.69,0.39,1
3966,Retail,Kotlin,89,0.36,0.7,1
1051,Education,AWS,24,1.0,0.6,1
3702,Health,"NodeJS, Java",43,0.35,0.54,1
2781,Health,NodeJS,33,0.81,0.59,1
1589,Health,Python,78,0.78,0.66,1
3879,Education,"Java, NodeJS, AWS",24,0.72,0.97,1
2369,Education,"React, Java, Python",22,0.67,0.75,1
437,Education,"Java, AWS",52,0.11,0.18,0
2829,Finance,"SQL, Python",87,0.99,0.47,1
1557,Retail,SQL,6,0.16,0.68,0
3859,Health,"Python, AWS, SQL",19,0.6,0.18,0
1305,Finance,Java,76,0.25,0.93,1
2385,Health,Python,90,0.17,0.08,1
183,Finance,AWS,29,0.56,0.61,1
1590,Education,"Java, React, Kotlin",64,0.84,0.98,1
1588,Health,NodeJS,14,0.38,0.73,0
660,Education,"Java, AWS, SQL",81,0.08,0.68,1
160,Health,"Java, SQL, React",30,0.62,1.0,1
3954,Tech,NodeJS,71,0.77,0.79,1
1012,Finance,"Kotlin, Java",21,0.3,0.97,1
53,Tech,"NodeJS, Kotlin",65,0.69,0.7,1
2308,Finance,"AWS, Kotlin, React",4,0.08,0.67,0
1229,Retail,"NodeJS, Kotlin",46,0.36,0.76,1
1036,Health,"Python, SQL, React",8,0.47,0.19,0
3703,Retail,SQL,18,0.78,0.81,1
4046,Retail,"NodeJS, Python, SQL",60,0.34,0.97,1
4946,Finance,"Java, React",45,0.45,0.61,1
4450,Tech,"Java, AWS, Kotlin",72,0.63,0.01,1
1265,Education,"Java, NodeJS, Kotlin",95,0.62,0.07,1
1885,Finance,"Python, SQL, React",31,0.52,0.23,0
1810,Education,"Kotlin, Python, NodeJS",28,0.33,0.49,0
3168,Retail,"React, NodeJS, Python",64,0.67,0.41,1
3798,Education,"NodeJS, Python, SQL",37,0.84,0.98,1
2342,Tech,Java,67,0.15,0.95,1
3415,Finance,SQL,79,0.34,0.39,1
818,Tech,"Java, AWS",68,0.67,0.79,1
2438,Tech,"AWS, NodeJS, React",35,0.76,0.64,1
889,Finance,"Kotlin, Java, NodeJS",98,0.78,0.24,1
668,Tech,"SQL, React",36,0.65,0.93,1
4729,Health,"Kotlin, React",57,0.48,0.26,1
2625,Health,"React, NodeJS",70,0.65,0.87,1
4233,Health,"React, Kotlin, AWS",4,0.14,0.64,0
4524,Education,"SQL, Python",49,0.21,0.62,1
819,Tech,Kotlin,94,0.93,0.84,1
2189,Finance,"AWS, Kotlin",39,0.92,0.49,1
1107,Finance,"SQL, Python, Java",18,0.72,0.85,1
2225,Education,NodeJS,60,0.33,0.55,1
198,Finance,NodeJS,86,0.65,0.98,1
2672,Health,"NodeJS, SQL",10,0.69,0.66,1
3493,Tech,Java,93,0.52,0.37,1
2449,Finance,"Kotlin, React, NodeJS",23,0.75,0.76,1
471,Finance,"Kotlin, React, AWS",68,0.03,0.51,1
1949,Retail,"SQL, Kotlin, AWS",59,0.26,0.81,1
3900,Retail,Kotlin,83,0.79,0.83,1
2011,Retail,"React, AWS, SQL",90,0.94,0.62,1
3801,Tech,Kotlin,7,0.88,0.87,1
4119,Health,"AWS, NodeJS",13,0.72,0.4,0
3797,Health,NodeJS,3,0.17,0.06,0
3989,Health,React,40,0.37,0.66,1
235,Tech,Java,11,0.05,0.76,0
929,Tech,"AWS, React",80,0.64,0.07,1
3608,Retail,"SQL, Python, React",84,0.45,0.77,1
523,Finance,"SQL, Python, NodeJS",51,0.57,0.64,1
3524,Education,"Java, AWS, React",87,0.98,0.12,1
4527,Education,"NodeJS, Kotlin",23,0.4,0.54,0
4889,Finance,Kotlin,32,0.31,0.11,0
1630,Retail,"Java, NodeJS, Python",41,0.15,0.32,0
4629,Finance,"React, AWS",42,0.14,0.8,1
1317,Finance,NodeJS,38,0.52,0.1,0
2858,Education,NodeJS,67,0.75,0.46,1
1125,Retail,"NodeJS, React, Java",72,0.56,0.61,1
2588,Tech,Python,78,0.87,0.94,1
1024,Education,Kotlin,72,0.32,0.74,1
1379,Tech,"React, AWS, Java",75,0.6,0.14,1
3375,Retail,Kotlin,42,0.66,0.97,1
1520,Finance,React,43,0.28,0.48,1
227,Health,NodeJS,33,0.4,0.37,1
4969,Health,SQL,79,0.59,0.13,1
892,Retail,"Java, NodeJS",37,0.02,0.93,1
4073,Health,"Kotlin, Java",78,0.89,0.59,1
2258,Tech,"Java, Kotlin, AWS",90,0.11,0.99,1
2789,Health,React,57,0.05,0.17,0
397,Retail,NodeJS,64,0.22,0.55,1
2079,Retail,AWS,64,0.5,0.11,1
4745,Tech,"Java, React, Python",60,0.33,0.52,1
4425,Health,Kotlin,52,0.44,0.89,1
3238,Health,"Kotlin, AWS",72,0.08,0.11,1
3894,Finance,"Python, Java",68,0.23,0.27,1
2006,Education,"Java, NodeJS, React",100,0.1,0.68,1
2017,Retail,React,82,0.23,0.08,1
3172,Finance,"SQL, Java",27,0.7,0.45,1
2669,Retail,"NodeJS, React",59,0.58,0.33,1
1879,Finance,AWS,19,0.33,0.84,1
1197,Education,SQL,3,0.26,0.05,0
1773,Finance,Kotlin,73,1.0,0.86,1
162,Retail,React,39,0.77,0.7,1
3977,Health,Python,66,0.82,0.3,1
1752,Retail,AWS,73,0.03,0.2,1
776,Tech,SQL,56,0.06,0.95,1
940,Tech,"React, NodeJS",6,0.71,0.55,0
3221,Tech,"Java, Python",28,0.19,0.34,0
540,Tech,"Kotlin, Java",48,0.43,0.04,1
4918,Education,React,98,0.18,0.17,1
1462,Health,Python,93,0.18,0.6,1
356,Health,"AWS, SQL, NodeJS",48,0.11,0.51,1
3605,Retail,"Java, Python",67,0.59,0.76,1
3324,Finance,"Java, React, AWS",54,0.74,0.83,1
235,Retail,Kotlin,16,0.06,0.4,0
1549,Retail,NodeJS,35,0.28,0.1,0
2097,Retail,NodeJS,75,0.66,0.79,1
4214,Retail,"SQL, NodeJS",87,0.39,0.55,1
2102,Health,"React, SQL",30,0.7,0.98,1
1674,Finance,SQL,48,0.76,0.8,1
2101,Retail,"Python, SQL",69,0.03,0.33,1
3658,Health,React,8,0.38,0.43,0
4654,Retail,"Java, React, NodeJS",51,0.73,0.24,1
3597,Tech,React,10,0.38,0.51,0
3749,Retail,"AWS, Java",28,0.01,0.71,0
3174,Retail,"Java, React",36,0.34,0.61,1
1816,Education,"React, AWS, Java",60,0.87,0.34,1
3842,Tech,"AWS, Java",10,0.95,0.82,1
2006,Finance,"SQL, NodeJS, Java",14,0.56,0.11,0
4494,Retail,"Kotlin, SQL, React",63,0.31,0.14,1
675,Finance,AWS,47,0.47,0.4,1
387,Tech,"React, Python, Java",69,0.24,0.7,1
2159,Retail,"Kotlin, Python, Java",56,0.17,0.69,1
2662,Education,"SQL, Kotlin, React",6,0.49,0.37,0
2065,Health,"NodeJS, Python, AWS",94,0.74,0.7,1
3852,Education,"Java, SQL, AWS",19,0.22,0.06,0
3254,Education,"Kotlin, SQL",52,0.91,0.29,1
4980,Health,Python,62,0.17,0.69,1
4637,Health,"NodeJS, Java",49,0.56,0.18,1
4267,Health,AWS,78,0.78,0.21,1
740,Retail,Kotlin,11,0.21,0.09,0
1402,Finance,"Kotlin, React, Java",46,0.3,0.36,1
3260,Finance,"Kotlin, Python, AWS",69,0.05,0.82,1
2278,Health,"Python, AWS, NodeJS",45,0.94,0.84,1
3905,Education,"Java, AWS, Kotlin",95,0.49,0.86,1
3924,Tech,"Kotlin, Python, Java",58,0.06,0.04,0
4215,Health,AWS,32,0.83,0.99,1
3228,Education,NodeJS,88,0.57,0.5,1
2832,Education,SQL,10,0.06,0.87,0
3759,Retail,"NodeJS, React, Java",13,0.45,0.91,1
2513,Retail,React,13,0.43,0.51,0
2152,Finance,"Python, AWS",36,0.15,0.05,0
3676,Finance,AWS,86,0.42,0.6,1
2746,Tech,"SQL, Java, Kotlin",73,0.28,0.33,1
3867,Tech,"AWS, Python",19,0.7,0.21,0
3765,Tech,"Java, React, Python",7,0.01,0.18,0
2223,Tech,"SQL, AWS, Kotlin",15,0.11,0.56,0
2793,Education,"React, SQL",81,0.92,0.1,1
1698,Education,"NodeJS, Python, React",46,0.43,0.82,1
3463,Finance,"AWS, React",78,0.18,0.23,1
4064,Retail,"React, Kotlin, NodeJS",48,0.79,0.55,1
1525,Retail,"AWS, Python",66,0.85,0.13,1
4761,Health,"NodeJS, SQL",78,0.21,0.86,1
33,Education,Java,4,0.71,0.69,1
4026,Tech,NodeJS,3,0.62,0.21,0
2567,Tech,NodeJS,3,0.75,0.72,1
2804,Health,"SQL, AWS, React",75,0.79,0.08,1
3897,Retail,"NodeJS, Kotlin",69,0.66,0.77,1
3710,Tech,React,93,0.96,0.49,1
720,Retail,"SQL, Java",28,0.86,0.12,1
4580,Health,"Java, Kotlin, Python",23,0.23,0.55,0
973,Retail,"Java, Python",30,0.91,0.2,1
3719,Retail,NodeJS,62,0.36,0.67,1
4403,Retail,Python,87,0.73,0.71,1
4553,Tech,"Python, NodeJS",51,0.85,0.76,1
2208,Finance,AWS,41,0.44,0.89,1
4427,Education,"SQL, Kotlin",86,0.05,0.65,1
4321,Retail,Java,64,0.95,0.49,1
3031,Retail,AWS,43,0.07,0.85,1
3576,Retail,"React, SQL, Python",76,0.35,0.9,1
3117,Finance,"NodeJS, SQL, Kotlin",91,0.6,0.78,1
3286,Health,Java,58,0.12,0.94,1
644,Tech,AWS,59,0.84,0.98,1
4712,Finance,"NodeJS, SQL, Java",40,0.2,0.25,0
195,Retail,"SQL, Kotlin, React",46,0.99,0.18,1
3997,Finance,"Java, React, NodeJS",62,0.92,0.45,1
489,Finance,"React, Kotlin, NodeJS",49,0.6,1.0,1
2205,Finance,"NodeJS, React, Kotlin",79,0.66,0.09,1
2658,Health,"React, AWS, SQL",23,0.53,0.71,1
3277,Education,NodeJS,44,0.39,0.85,1
1103,Tech,"Python, Kotlin, NodeJS",44,0.35,1.0,1
1242,Health,"Python, Java",19,0.89,0.62,1
516,Health,"React, NodeJS, Kotlin",44,0.58,0.38,1
393,Education,NodeJS,11,0.82,0.17,0
631,Health,"SQL, Java, React",60,0.51,0.98,1
3717,Finance,"Kotlin, React, NodeJS",38,0.31,0.92,1
1848,Finance,"NodeJS, React",3,0.09,0.8,0
2656,Retail,NodeJS,16,0.32,0.94,1
980,Health,"React, AWS",96,0.88,0.06,1
4530,Retail,"Python, AWS, NodeJS",9,0.71,0.63,1
3403,Tech,AWS,41,0.79,0.27,1
3872,Finance,"Kotlin, NodeJS, SQL",38,0.77,0.77,1
278,Tech,"Java, SQL",69,0.12,0.1,1
233,Education,"React, Kotlin",65,0.16,0.26,1
1553,Finance,"React, Python, Java",35,0.32,0.85,1
3271,Tech,SQL,35,0.3,0.75,1
2410,Education,"Kotlin, NodeJS, Python",76,0.07,0.99,1
3513,Tech,"SQL, NodeJS",100,0.15,0.64,1
26,Education,"Kotlin, NodeJS, Java",85,0.86,0.3,1
461,Education,"Python, Java, SQL",48,0.59,0.55,1
3765,Finance,"React, SQL, Kotlin",8,0.34,0.94,1
3432,Retail,SQL,27,0.53,0.65,1
3484,Education,Python,9,0.26,0.88,0
1995,Education,"Kotlin, Python, Java",92,0.58,0.02,1
491,Finance,"React, NodeJS, Python",30,0.07,0.37,0
1073,Retail,"AWS, Java",14,0.9,0.94,1
3174,Health,"Python, AWS",23,0.24,0.04,0
216,Health,"SQL, React",29,0.82,0.52,1
1724,Retail,Kotlin,26,0.66,0.35,1
1593,Tech,"SQL, Java, NodeJS",86,0.52,0.65,1
2607,Finance,"SQL, Kotlin, AWS",15,0.93,0.16,0
159,Retail,"Java, Kotlin, SQL",73,0.16,0.65,1
4782,Health,"Python, Java, SQL",90,0.12,0.99,1
3314,Education,Java,81,0.32,0.27,1
2842,Health,"SQL, React",73,0.83,0.46,1
1777,Education,"Java, Kotlin",67,0.04,0.03,1
2053,Finance,React,16,0.24,0.43,0
2296,Education,"AWS, SQL, Kotlin",13,0.42,0.41,0
1697,Retail,Java,90,0.71,0.56,1
2994,Education,NodeJS,81,0.3,0.26,1
2470,Tech,"React, AWS, Kotlin",96,0.45,0.33,1
1947,Retail,"React, AWS, SQL",24,0.34,0.61,1
3810,Finance,"Python, Kotlin",62,0.09,0.91,1
2784,Retail,AWS,57,0.74,0.24,1
3645,Tech,"React, SQL, Python",36,0.46,0.68,1
2501,Finance,"AWS, NodeJS, SQL",60,0.81,0.52,1
3646,Health,"AWS, Java",86,0.69,0.1,1
2646,Tech,AWS,73,0.06,0.57,1
2350,Finance,"React, Java",22,0.5,0.71,1
1933,Education,SQL,84,0.99,0.6,1
3295,Retail,Java,3,0.31,0.1,0
1758,Finance,"React, Kotlin",36,0.49,0.85,1
1117,Retail,"Python, SQL, NodeJS",97,0.65,0.04,1
2568,Education,"NodeJS, React, Python",82,0.2,0.24,1
3500,Finance,"Kotlin, Java",36,0.7,0.62,1
493,Health,"Kotlin, SQL, Python",10,0.66,0.22,0
3307,Tech,"NodeJS, Python",100,0.37,0.1,1
620,Finance,Python,21,0.28,0.51,0
3233,Education,AWS,89,0.92,0.72,1
3824,Finance,"Kotlin, NodeJS, Java",49,0.13,0.41,1
2381,Retail,"SQL, Kotlin",9,0.43,0.7,0
1547,Finance,"SQL, Python, AWS",91,0.77,0.86,1
4959,Health,"Kotlin, SQL",79,0.15,0.96,1
3564,Finance,"SQL, React",52,0.93,0.23,1
1606,Tech,"React, SQL, Kotlin",96,0.53,0.61,1
3753,Finance,AWS,48,0.5,0.27,1
4676,Retail,Java,60,0.42,0.87,1
1891,Finance,"NodeJS, SQL",50,0.87,0.89,1
1276,Health,"React, Kotlin",39,0.95,0.32,1
2744,Education,"Kotlin, Java",16,0.38,0.65,0
2494,Finance,"Java, Kotlin, Python",28,0.54,0.89,1
357,Finance,SQL,6,0.32,0.51,0
870,Tech,AWS,61,0.37,0.72,1
886,Health,"Kotlin, NodeJS, React",6,0.03,0.8,0
2002,Education,SQL,66,0.79,0.87,1
1284,Retail,"Kotlin, React",40,0.97,0.52,1
620,Finance,"Python, AWS, Kotlin",71,0.77,0.94,1
883,Education,"Kotlin, Python",91,0.52,0.63,1
797,Retail,React,62,0.83,0.15,1
3643,Health,"React, NodeJS, SQL",28,0.86,0.61,1
3426,Health,SQL,80,0.54,0.3,1
1297,Education,"Python, Java, React",47,0.94,0.37,1
4715,Retail,"Kotlin, NodeJS",9,0.03,0.81,0
245,Health,"Kotlin, NodeJS, SQL",52,0.01,0.97,1
2896,Education,Java,15,0.08,0.87,0
930,Health,Java,34,0.06,0.33,0
520,Health,"AWS, Kotlin, SQL",20,0.42,0.45,0
3213,Health,React,78,0.94,0.98,1
2410,Tech,"Python, AWS",60,0.68,0.92,1
8,Retail,"AWS, Python, Kotlin",58,0.66,0.98,1
2526,Education,React,75,0.38,0.43,1
3424,Education,"Python, Java, React",94,0.53,0.8,1
2020,Retail,"NodeJS, Java",67,0.3,0.87,1
4591,Retail,"Java, SQL",2,0.52,0.04,0
4283,Retail,NodeJS,50,0.75,0.27,1
3668,Retail,"NodeJS, Kotlin, React",14,0.56,0.88,1
3672,Finance,"SQL, Kotlin",56,0.42,0.39,1
2802,Education,"AWS, Java",93,0.84,0.28,1
86,Finance,"SQL, Python",69,0.29,0.27,1
3116,Health,Python,44,0.48,0.38,1
4233,Health,"Python, Java, Kotlin",46,0.98,0.24,1
2469,Education,Java,6,0.97,0.0,0
3620,Health,Kotlin,8,0.01,0.17,0
1637,Retail,"Kotlin, SQL, Python",39,0.53,0.88,1
3584,Finance,NodeJS,93,0.34,0.08,1
4010,Retail,"NodeJS, SQL, AWS",44,0.29,0.41,1
3327,Health,"Kotlin, NodeJS, AWS",27,0.6,0.46,1
2219,Finance,React,16,0.45,0.78,1
2218,Retail,"SQL, AWS",91,0.73,0.25,1
4968,Education,NodeJS,39,0.03,0.31,0
2370,Retail,Kotlin,1,0.93,0.01,0
3639,Health,"Java, NodeJS",51,0.57,0.9,1
2504,Finance,Python,63,0.68,0.69,1
944,Education,React,33,0.6,0.26,1
2838,Finance,NodeJS,50,0.99,0.89,1
2661,Education,"Java, React",54,0.99,0.09,1
2937,Finance,"React, AWS, Python",27,0.61,0.37,1
4445,Health,"Java, Kotlin",81,0.68,0.56,1
3948,Education,NodeJS,79,0.62,0.51,1
1677,Tech,AWS,86,0.31,0.65,1
1197,Finance,AWS,19,0.19,0.3,0
4106,Finance,Kotlin,28,0.4,0.76,1
2788,Retail,"SQL, React",23,0.68,0.41,1
1462,Education,"NodeJS, Python, React",64,0.06,0.13,1
3319,Tech,"React, NodeJS",100,0.51,0.74,1
667,Health,"SQL, Java",39,0.41,0.91,1
2177,Retail,"React, Kotlin",49,0.53,0.36,1
3744,Tech,SQL,59,0.86,0.59,1
601,Education,"Java, React, NodeJS",20,0.05,0.69,0
2653,Tech,"AWS, Kotlin",61,0.76,0.83,1
4423,Finance,"AWS, React",9,0.67,0.2,0
3825,Finance,SQL,23,0.2,0.57,0
3907,Retail,Kotlin,7,0.73,0.74,1
980,Education,AWS,31,0.5,0.2,0
2452,Education,"SQL, React",60,0.48,0.47,1
629,Tech,"Java, NodeJS",61,0.48,0.46,1
1630,Retail,"SQL, React",75,0.95,0.84,1
3697,Education,NodeJS,81,0.94,0.78,1
3431,Finance,"AWS, Python",100,0.91,0.23,1
3675,Tech,"Java, NodeJS, AWS",26,0.89,0.23,1
3930,Health,"Python, NodeJS",100,0.04,0.72,1
2766,Finance,SQL,82,0.4,0.74,1
4370,Retail,"AWS, Java, Kotlin",54,0.89,0.18,1
4781,Education,"Python, Java, AWS",31,0.76,0.41,1
116,Finance,"NodeJS, AWS",99,0.46,0.83,1
4957,Health,"SQL, Java, Kotlin",41,0.77,0.08,1
2004,Health,"Python, NodeJS, AWS",28,0.21,0.37,0
693,Retail,"NodeJS, Python, SQL",90,0.6,0.64,1
3163,Finance,"SQL, AWS",6,0.53,0.77,1
1106,Tech,AWS,34,0.57,0.65,1
3009,Finance,"SQL, NodeJS, Kotlin",92,0.72,0.4,1
2162,Health,"NodeJS, Kotlin",9,0.95,0.99,1
154,Retail,"NodeJS, SQL",93,0.26,0.04,1
3700,Retail,"Java, NodeJS",98,0.76,0.49,1
4411,Tech,SQL,12,0.65,0.51,0
3787,Retail,"SQL, Java",16,0.7,0.24,0
1065,Retail,"Kotlin, React",71,0.43,0.56,1
4201,Retail,Java,31,0.94,0.22,1
1914,Retail,"Kotlin, Java, AWS",33,0.48,0.44,1
1217,Retail,"NodeJS, AWS, Python",7,0.12,0.43,0
2402,Health,NodeJS,3,0.68,0.77,1
1773,Finance,Java,20,0.13,0.94,1
1961,Education,Java,5,0.32,0.2,0
2781,Retail,NodeJS,67,0.23,0.99,1
4805,Education,"React, Java",38,0.54,0.94,1
4747,Education,"Kotlin, SQL, React",79,0.35,0.11,1
2872,Health,"Python, NodeJS, React",99,0.16,0.91,1
661,Retail,"Kotlin, Python, NodeJS",56,0.79,0.56,1
2636,Education,"Kotlin, Java",23,0.47,0.88,1
2330,Retail,"Kotlin, Python, NodeJS",97,0.45,0.95,1
3955,Tech,"NodeJS, Java",2,0.89,0.86,1
2451,Tech,"React, Kotlin",100,0.54,0.4,1
1133,Tech,NodeJS,21,0.71,0.64,1
700,Education,"React, SQL, Python",78,0.33,0.46,1
2039,Tech,"Python, SQL",14,0.56,0.37,0
4648,Health,"Java, React, NodeJS",62,0.73,0.25,1
4501,Health,"AWS, SQL",11,0.3,0.44,0
4558,Education,"AWS, Java",4,0.69,0.81,1
2180,Retail,Kotlin,47,0.57,0.84,1
2839,Finance,"AWS, Python, SQL",94,0.43,0.96,1
874,Retail,AWS,100,0.71,0.29,1
84,Retail,"Java, NodeJS",20,0.32,0.65,0
1423,Retail,"Kotlin, React, SQL",52,0.71,0.69,1
2676,Retail,Python,16,0.55,0.19,0
3181,Finance,SQL,98,0.25,0.37,1
4317,Tech,"NodeJS, AWS",45,0.67,0.34,1
3976,Retail,React,8,0.88,0.99,1
1392,Health,"Python, AWS",62,0.31,0.96,1
3219,Education,"SQL, Kotlin, React",84,0.81,0.82,1
4208,Education,NodeJS,21,0.34,0.47,0
615,Health,"NodeJS, AWS, Python",64,0.82,0.26,1
2972,Retail,"Java, NodeJS, AWS",30,0.05,0.92,1
3566,Finance,"Java, Kotlin, Python",36,0.01,0.27,0
3577,Tech,"Python, SQL",5,0.11,0.52,0
4571,Education,NodeJS,85,0.87,0.25,1
271,Tech,"Python, Kotlin, Java",38,0.53,0.97,1
4067,Finance,React,87,0.59,0.04,1
2469,Education,React,19,0.84,0.17,0
1391,Tech,Java,74,0.05,0.77,1
3355,Finance,"SQL, AWS",27,0.39,0.15,0
4136,Tech,"NodeJS, Java",99,0.64,0.98,1
3608,Retail,"AWS, SQL",13,0.4,0.32,0
2584,Finance,"Kotlin, AWS",9,0.03,0.92,0
4074,Tech,Java,17,0.65,0.66,1
3076,Retail,Python,95,0.39,0.63,1
3907,Retail,"Java, SQL",44,0.02,0.92,1
290,Finance,"AWS, Python, Kotlin",45,0.17,0.51,1
2481,Health,"AWS, Kotlin",88,0.22,0.4,1
3253,Education,"Kotlin, React",42,0.51,0.22,1
279,Finance,"NodeJS, AWS, Kotlin",51,0.19,0.14,0
2925,Retail,"React, AWS",83,0.36,0.79,1
581,Retail,"Java, SQL, NodeJS",58,0.75,0.13,1
4959,Finance,"SQL, React",58,0.81,0.39,1
254,Health,"Kotlin, AWS",30,0.8,0.41,1
4277,Education,"Kotlin, SQL",5,0.7,0.66,1
4777,Tech,"Java, React",8,0.54,0.28,0
825,Finance,Python,37,0.55,0.84,1
3833,Education,"AWS, Python, Kotlin",47,0.95,0.21,1
700,Education,Kotlin,100,0.88,0.79,1
1381,Retail,"Kotlin, Java, AWS",89,0.65,0.85,1
3897,Tech,"Java, NodeJS, Python",45,0.47,0.19,1
1674,Finance,"React, Python, Java",5,0.73,0.81,1
2728,Retail,"Java, React",97,0.06,0.71,1
3157,Retail,"React, Kotlin",63,0.94,0.87,1
3389,Health,"Java, SQL",86,0.55,0.51,1
4308,Education,NodeJS,47,0.5,0.23,1
384,Finance,"AWS, React, Java",25,0.29,0.91,1
342,Finance,"Java, SQL",50,0.0,0.79,1
1988,Finance,React,93,0.06,0.02,1
4060,Retail,"Kotlin, NodeJS, Java",45,0.26,0.94,1
4940,Health,"Kotlin, React",30,0.54,0.95,1
3110,Tech,"Java, SQL, AWS",48,0.08,0.36,0
4083,Retail,React,51,0.97,0.01,1
4516,Tech,"NodeJS, SQL, Java",94,0.41,0.55,1
2799,Health,"React, Python, SQL",55,0.32,0.91,1
3241,Education,React,55,0.53,0.12,1
1989,Finance,AWS,46,0.06,0.59,1
